0 0 0
1 1 1
2 1 2
5 3 3
7 2 4
8 1 5
20 1 6
22 1 7
28 3 8
236 207 9
0 0 10
0 0 11
765 165 12
931 164 13
0 0 14
0 0 15
0 0 16
0 0 17
