za.investing.com	bbr	Cloudflare
zamalek.news	bbr	Cloudflare
zapier.com	bbr	
zebawy.com	bbr	Cloudflare
zeenews.india.com	bbr	Akamai
zefoy.com	unkown-all-invalid	Cloudflare
zena.blic.rs	bbr	Cloudfront
zh.wikipedia.org	bbr	
zhuanlan.zhihu.com	bbr	
zinmanga.com	bbr	Cloudflare
zinmanhwa.com	bbr	Cloudflare
zoofilia.blog	bbr	Cloudflare
zoom.us	bbr	Cloudflare
zoro.to	unkown-all-invalid	
zukan.pokemon.co.jp	unknown	Cloudfront
