0 0 0
1 1 1
2 1 2
3 1 3
7 2 4
9 1 5
31 2 6
81 47 7
161 78 8
252 86 9
482 163 10
653 165 11
860 185 12
989 121 13
1180 121 14
1299 119 15
1398 81 16
0 0 17
