0 0 0
1 1 1
2 1 2
3 1 3
8 2 4
9 1 5
29 2 6
30 1 7
307 145 8
0 0 9
660 167 10
0 0 11
0 0 12
0 0 13
1270 121 14
0 0 15
0 0 16
0 0 17
