0 0 0
1 1 1
2 1 2
3 1 3
9 1 4
35 24 5
36 1 6
86 46 7
169 80 8
253 80 9
423 165 10
593 166 11
797 187 12
990 187 13
1111 119 14
1144 29 15
0 0 16
