0 0 0
3 3 1
6 2 2
9 1 3
37 2 4
126 67 5
263 130 6
384 117 7
494 109 8
629 124 9
750 121 10
877 125 11
1006 128 12
1135 129 13
1267 130 14
1399 131 15
1531 131 16
1564 32 17
0 0 18
