0 0 0
1 1 1
2 1 2
3 1 3
6 3 4
8 2 5
19 11 6
25 6 7
27 2 8
38 11 9
50 12 10
62 12 11
75 13 12
89 14 13
103 14 14
120 17 15
136 16 16
153 17 17
170 17 18
333 163 19
446 113 20
522 76 21
524 2 22
524 0 23
