0 0 0
2 2 1
3 1 2
8 3 3
10 1 4
25 1 5
27 2 6
28 1 7
86 44 8
173 87 9
237 62 10
301 64 11
368 66 12
435 65 13
511 71 14
583 71 15
661 75 16
738 76 17
820 80 18
902 82 19
985 83 20
1037 52 21
0 0 22
0 0 23
