0 0 0
1 1 1
2 1 2
5 3 3
7 2 4
23 15 5
24 1 6
68 40 7
139 69 8
283 138 9
446 150 10
623 164 11
812 183 12
955 141 13
1072 117 14
1191 115 15
0 0 16
