0 0 0
1 1 1
3 1 2
6 1 3
9 1 4
34 3 5
87 49 6
164 77 7
262 88 8
429 165 9
614 184 10
761 142 11
931 117 12
1052 115 13
1177 117 14
1308 117 15
1446 128 16
1563 117 17
1690 117 18
1815 117 19
1944 123 20
2065 117 21
2190 117 22
2315 117 23
2438 117 24
2549 105 25
2682 119 26
2779 91 27
2886 81 28
2982 85 29
3025 41 30
0 0 31
