0 0 0
1 1 1
2 1 2
7 5 3
10 3 4
21 11 5
31 10 6
62 31 7
113 51 8
215 102 9
317 102 10
518 201 11
716 198 12
923 207 13
966 43 14
969 3 15
969 0 16
