0 0 0
1 1 1
2 1 2
3 1 3
6 2 4
7 1 5
8 1 6
21 9 7
22 1 8
43 19 9
48 5 10
51 1 11
61 6 12
66 2 13
69 2 14
70 1 15
78 5 16
98 19 17
220 87 18
317 93 19
498 181 20
704 203 21
857 151 22
990 127 23
1143 125 24
1298 127 25
1429 125 26
1560 127 27
1693 127 28
1822 127 29
1953 129 30
2082 125 31
2219 131 32
2346 125 33
2479 127 34
2570 89 35
2699 89 36
2865 127 37
2959 91 38
3059 89 39
3152 89 40
3245 89 41
3344 91 42
3435 89 43
3514 75 44
3542 12 45
3714 91 46
3807 89 47
3902 91 48
3993 89 49
4088 91 50
