0 0 0
1 1 1
2 1 2
3 1 3
5 1 4
7 1 5
8 1 6
21 9 7
22 1 8
25 1 9
49 6 10
51 1 11
62 7 12
65 1 13
69 2 14
70 1 15
75 2 16
82 3 17
224 91 18
315 91 19
495 178 20
702 201 21
859 153 22
990 127 23
1145 127 24
1298 127 25
1433 129 26
1560 127 27
1693 127 28
1822 127 29
1951 127 30
2088 131 31
2215 127 32
2344 123 33
2479 127 34
2570 89 35
2735 125 36
2827 89 37
2959 91 38
3059 89 39
3152 89 40
3245 89 41
3344 91 42
3435 89 43
3528 89 44
3551 21 45
3714 91 46
3809 91 47
3904 93 48
3995 91 49
4088 91 50
