0 0 0
1 1 1
2 1 2
3 1 3
5 1 4
7 1 5
8 1 6
21 9 7
24 3 8
25 1 9
48 5 10
51 1 11
64 9 12
65 1 13
68 1 14
71 2 15
76 3 16
80 1 17
222 89 18
313 89 19
499 182 20
688 187 21
857 151 22
1016 153 23
1149 131 24
1298 127 25
1431 127 26
1562 129 27
1691 125 28
1820 125 29
1951 127 30
2084 127 31
2215 127 32
2346 125 33
2475 123 34
2608 127 35
2699 89 36
2827 89 37
2957 89 38
3061 91 39
3154 91 40
3245 89 41
3342 89 42
3435 89 43
3528 89 44
3619 89 45
3714 91 46
3807 89 47
3900 89 48
3993 89 49
4088 91 50
