0 0 0
1 1 1
2 1 2
3 1 3
6 2 4
7 1 5
8 1 6
21 9 7
22 1 8
25 1 9
48 5 10
51 1 11
56 1 12
65 1 13
69 2 14
70 1 15
76 3 16
81 2 17
218 85 18
314 90 19
497 180 20
706 205 21
857 151 22
1016 153 23
1145 127 24
1298 127 25
1433 129 26
1560 127 27
1695 129 28
1820 125 29
1955 131 30
2086 129 31
2215 127 32
2346 125 33
2477 125 34
2610 129 35
2709 99 36
2868 130 37
2957 89 38
3059 89 39
3152 89 40
3245 89 41
3342 89 42
3436 90 43
3527 88 44
3583 53 45
3716 93 46
3809 91 47
3851 40 48
3995 91 49
4088 91 50
